date,adjclose
2021-03-02,358.9185
2021-03-03,354.1645
2021-03-04,349.7817
2021-03-05,356.2164
2021-03-08,354.443
2021-03-09,359.5035
2021-03-10,361.7413
2021-03-11,365.409
2021-03-12,365.9012
2021-03-15,368.0833
2021-03-16,367.619
2021-03-17,368.8725
2021-03-18,363.5056
2021-03-19,362.8329
2021-03-22,365.7301
2021-03-23,362.8516
2021-03-24,361.0071
2021-03-25,363.038
2021-03-26,368.8882
2021-03-29,368.702
2021-03-30,367.7238
2021-03-31,369.2144
2021-04-01,373.2015
2021-04-05,378.558
2021-04-06,378.3345
2021-04-07,378.7724
2021-04-08,380.5703
2021-04-09,383.337
2021-04-12,383.4768
2021-04-13,384.6133
2021-04-14,383.2999
2021-04-15,387.4174
2021-04-16,388.7123
2021-04-19,386.8026
2021-04-20,383.9706
2021-04-21,387.6038
2021-04-22,384.0637
2021-04-23,388.2279
2021-04-26,389.0384
2021-04-27,388.9546
2021-04-28,388.8427
2021-04-29,391.3208
2021-04-30,388.7496
2021-05-03,389.588
2021-05-04,387.1845
2021-05-05,387.3057
2021-05-06,390.3985
2021-05-07,393.2398
2021-05-10,389.3458
2021-05-11,385.871
2021-05-12,377.673
2021-05-13,382.2099
2021-05-14,388.0789
2021-05-17,387.0913
2021-05-18,383.7563
2021-05-19,382.7502
2021-05-20,386.8677
2021-05-21,386.551
2021-05-24,390.4917
2021-05-25,389.6253
2021-05-26,390.3985
2021-05-27,390.6034
2021-05-28,391.3021
2021-06-01,390.9574
2021-06-02,391.5723
2021-06-03,390.119
2021-06-04,393.687
2021-06-07,393.3051
2021-06-08,393.3889
2021-06-09,392.802
2021-06-10,394.6278
2021-06-11,395.28
2021-06-14,396.165
2021-06-15,395.4384
2021-06-16,393.2304
2021-06-17,393.1001
2021-06-18,387.797
2021-06-21,393.3487
2021-06-22,395.4516
2021-06-23,394.975
2021-06-24,397.3115
2021-06-25,398.7229
2021-06-28,399.5266
2021-06-29,399.7416
2021-06-30,400.078
2021-07-01,402.2931
2021-07-02,405.368
2021-07-06,404.6296
2021-07-07,406.0597
2021-07-08,402.7511
2021-07-09,407.0503
2021-07-12,408.5083
2021-07-13,407.1158
2021-07-14,407.7234
2021-07-15,406.3307
2021-07-16,403.1436
2021-07-19,397.1901
2021-07-20,402.8819
2021-07-21,406.1438
2021-07-22,406.9944
2021-07-23,411.1814
2021-07-26,412.1909
2021-07-27,410.3122
2021-07-28,410.144
2021-07-29,411.845
2021-07-30,409.8449
2021-08-02,408.985
2021-08-03,412.3123
2021-08-04,410.2841
2021-08-05,412.8824
2021-08-06,413.5647
2021-08-09,413.2283
2021-08-10,413.7423
2021-08-11,414.7704
2021-08-12,416.0135
2021-08-13,416.7706
2021-08-16,417.7519
2021-08-17,415.0135
2021-08-18,410.4712
2021-08-19,411.1067
2021-08-20,414.3779
2021-08-23,418.0229
2021-08-24,418.6865
2021-08-25,419.5651
2021-08-26,417.0883
2021-08-27,420.8175
2021-08-30,422.6681
2021-08-31,422.0418
2021-09-01,422.2662
2021-09-02,423.5653
2021-09-03,423.4625
2021-09-07,421.9485
2021-09-08,421.4344
2021-09-09,419.6305
2021-09-10,416.3219
2021-09-13,417.3874
2021-09-14,415.1349
2021-09-15,418.6024
2021-09-16,417.9388
2021-09-17,413.8677
2021-09-20,406.9668
2021-09-21,406.5823
2021-09-22,410.5485
2021-09-23,415.5366
2021-09-24,416.2211
2021-09-27,415.0303
2021-09-28,406.6667
2021-09-29,407.3512
2021-09-30,402.3724
2021-10-01,407.1542
2021-10-04,401.9037
2021-10-05,406.0854
2021-10-06,407.7731
2021-10-07,411.2986
2021-10-08,410.5485
2021-10-11,407.5762
2021-10-12,406.5729
2021-10-13,408.0357
2021-10-14,414.899
2021-10-15,418.0589
2021-10-18,419.2966
2021-10-19,422.5313
2021-10-20,424.1909
2021-10-21,425.2973
2021-10-22,424.8566
2021-10-25,427.1351
2021-10-26,427.5195
2021-10-27,425.6255
2021-10-28,429.7323
2021-10-29,430.6042
2021-11-01,431.345
2021-11-02,433.089
2021-11-03,435.7332
2021-11-04,437.7865
2021-11-05,439.3054
2021-11-08,439.6805
2021-11-09,438.2271
2021-11-10,434.7017
2021-11-11,434.8423
2021-11-12,438.124
2021-11-15,438.2741
2021-11-16,440.0086
2021-11-17,438.9398
2021-11-18,440.4306
2021-11-19,439.643
2021-11-22,438.4053
2021-11-23,438.9866
2021-11-24,440.1587
2021-11-26,430.3418
2021-11-29,435.6206
2021-11-30,427.1444
2021-12-01,422.4
2021-12-02,428.8697
2021-12-03,425.1379
2021-12-06,430.173
2021-12-07,439.071
2021-12-08,440.2336
2021-12-09,437.2614
2021-12-10,441.3775
2021-12-13,437.4677
2021-12-14,434.4579
2021-12-15,441.2464
2021-12-16,437.3552
2021-12-17,432.7004
2021-12-20,428.0994
2021-12-21,435.702
2021-12-22,440.0585
2021-12-23,442.7965
2021-12-27,449.0631
2021-12-28,448.6961
2021-12-29,449.2701
2021-12-30,448.028
2021-12-31,446.8989
2022-01-03,449.4865
2022-01-04,449.3358
2022-01-05,440.7076
2022-01-06,440.2937
2022-01-07,438.553
2022-01-10,438.0072
2022-01-11,441.9967
2022-01-12,443.1918
2022-01-13,437.0851
2022-01-14,437.264
2022-01-18,429.5202
2022-01-19,425.0601
2022-01-20,420.3556
2022-01-21,412.1037
2022-01-24,413.8538
2022-01-25,408.8011
2022-01-26,407.7756
2022-01-27,405.7619
2022-01-28,415.8392
2022-01-31,423.3289
2022-02-01,426.1893
2022-02-02,430.3294
2022-02-03,420.2145
2022-02-04,422.1905
2022-02-07,420.8355
2022-02-08,424.298
2022-02-09,430.5081
2022-02-10,422.7738
2022-02-11,414.4372
2022-02-14,413.0823
2022-02-15,419.744
2022-02-16,420.2145
2022-02-17,411.238
2022-02-18,408.5752
2022-02-22,404.1906
2022-02-23,397.0208
2022-02-24,402.9956
2022-02-25,411.8873
2022-02-28,410.8335
2022-03-01,404.5764
2022-03-02,412.0191
2022-03-03,409.9678
2022-03-04,406.637
2022-03-07,394.6497
2022-03-08,391.6576
2022-03-09,402.1583
2022-03-10,400.3423
2022-03-11,395.2519
2022-03-14,392.3632
2022-03-15,400.9915
2022-03-16,409.8831
2022-03-17,415.0111
2022-03-18,419.5568
2022-03-21,419.434
2022-03-22,424.3419
2022-03-23,418.8771
2022-03-24,425.1915
2022-03-25,427.2679
2022-03-28,430.307
2022-03-29,435.6304
2022-03-30,432.9404
2022-03-31,426.2769
2022-04-01,427.485
2022-04-04,431.147
2022-04-05,425.7011
2022-04-06,421.4444
2022-04-07,423.568
2022-04-08,422.4354
2022-04-11,415.2151
2022-04-12,413.6766
2022-04-13,418.4146
2022-04-14,413.2047
2022-04-18,413.3746
2022-04-19,420.0475
2022-04-20,419.7361
2022-04-21,413.4595
2022-04-22,402.1146
2022-04-25,404.4458
2022-04-26,392.7328
2022-04-27,393.837
2022-04-28,403.7852
2022-04-29,388.863
2022-05-02,391.2037
2022-05-03,392.997
2022-05-04,404.965
2022-05-05,390.5714
2022-05-06,388.2401
2022-05-09,375.8097
2022-05-10,376.678
2022-05-11,370.694
2022-05-12,370.307
2022-05-13,379.1602
2022-05-16,377.6219
2022-05-17,385.3896
2022-05-18,369.8539
2022-05-19,367.5888
2022-05-20,367.7492
2022-05-23,374.6299
2022-05-24,371.77
2022-05-25,375.0545
2022-05-26,382.5487
2022-05-27,391.9399
2022-05-31,389.7407
2022-06-01,386.5883
2022-06-02,393.9503
2022-06-03,387.485
2022-06-06,388.6648
2022-06-07,392.3929
2022-06-08,388.1268
2022-06-09,378.896
2022-06-10,367.9097
2022-06-13,353.9408
2022-06-14,352.8743
2022-06-15,357.905
2022-06-16,346.0598
2022-06-17,346.8057
2022-06-21,355.5361
2022-06-22,354.8914
2022-06-23,358.3704
2022-06-24,369.7643
2022-06-27,368.352
2022-06-28,360.8256
2022-06-29,360.5316
2022-06-30,357.6026
2022-07-01,361.3848
2022-07-05,362.0672
2022-07-06,363.2901
2022-07-07,368.7311
2022-07-08,368.4279
2022-07-11,364.2191
2022-07-12,360.9961
2022-07-13,359.1003
2022-07-14,358.2281
2022-07-15,365.0721
2022-07-18,362.0577
2022-07-19,371.8403
2022-07-20,374.2101
2022-07-21,378.0207
2022-07-22,374.5134
2022-07-25,374.9684
2022-07-26,370.5322
2022-07-27,380.1535
2022-07-28,384.9215
2022-07-29,390.5333
2022-08-01,389.3768
2022-08-02,386.808
2022-08-03,392.8651
2022-08-04,392.5998
2022-08-05,391.9362
2022-08-08,391.4812
2022-08-09,389.9266
2022-08-10,398.1166
2022-08-11,398.1166
2022-08-12,404.8564
2022-08-15,406.5247
2022-08-16,407.3209
2022-08-17,404.4298
2022-08-18,405.6052
2022-08-19,400.1546
2022-08-22,391.8225
2022-08-23,390.8745
2022-08-24,392.1258
2022-08-25,397.6617
2022-08-26,384.2012
2022-08-29,381.6608
2022-08-30,377.471
2022-08-31,374.5987
2022-09-01,375.7742
2022-09-02,371.8118
2022-09-06,370.409
2022-09-07,377.0633
2022-09-08,379.5279
2022-09-09,385.424
2022-09-12,389.5664
2022-09-13,372.627
2022-09-14,374.049
2022-09-15,369.8022
2022-09-16,366.981
2022-09-19,369.827
2022-09-20,365.582
2022-09-21,359.2048
2022-09-22,356.1876
2022-09-23,350.2197
2022-09-26,346.7551
2022-09-27,345.8698
2022-09-28,352.6754
2022-09-29,345.3083
2022-09-30,339.9687
2022-10-03,348.9442
2022-10-04,359.7568
2022-10-05,358.9193
2022-10-06,355.2167
2022-10-07,345.3083
2022-10-10,342.6717
2022-10-11,340.5016
2022-10-12,339.3784
2022-10-13,348.3351
2022-10-14,340.397
2022-10-17,349.1442
2022-10-18,353.2464
2022-10-19,350.7432
2022-10-20,347.8021
2022-10-21,356.2542
2022-10-24,360.6135
2022-10-25,366.3719
2022-10-26,363.6116
2022-10-27,361.67
2022-10-28,370.2744
2022-10-31,367.5997
2022-11-01,365.9912
2022-11-02,356.8062
2022-11-03,353.1323
2022-11-04,358.2149
2022-11-07,361.6414
2022-11-08,363.5927
2022-11-09,356.1019
2022-11-10,375.6712
2022-11-11,379.3071
2022-11-14,376.0804
2022-11-15,379.288
2022-11-16,376.3945
2022-11-17,375.2428
2022-11-18,376.9465
2022-11-21,375.5759
2022-11-22,380.6301
2022-11-23,383.0287
2022-11-25,382.943
2022-11-28,376.8324
2022-11-29,376.1851
2022-11-30,388.0352
2022-12-01,387.7497
2022-12-02,387.3023
2022-12-05,380.335
2022-12-06,374.8526
2022-12-07,374.2149
2022-12-08,377.1465
2022-12-09,374.3291
2022-12-12,379.7259
2022-12-13,382.6003
2022-12-14,380.1542
2022-12-15,370.8549
2022-12-16,366.4766
2022-12-19,363.369
2022-12-20,363.8662
2022-12-21,369.3069
2022-12-22,364.0384
2022-12-23,366.1324
2022-12-27,364.6885
2022-12-28,360.1563
2022-12-29,366.6392
2022-12-30,365.6734
2023-01-03,364.134
2023-01-04,366.9451
2023-01-05,362.757
2023-01-06,371.0758
2023-01-09,370.8654
2023-01-10,373.4662
2023-01-11,378.1898
2023-01-12,379.5667
2023-01-13,381.0393
2023-01-17,380.3413
2023-01-18,374.3365
2023-01-19,371.6113
2023-01-20,378.5341
2023-01-23,383.076
2023-01-24,382.6649
2023-01-25,382.8082
2023-01-26,387.0154
2023-01-27,387.9047
2023-01-30,383.0377
2023-01-31,388.6697
2023-02-01,392.8004
2023-02-02,398.5183
2023-02-03,394.2824
2023-02-06,391.8728
2023-02-07,396.998
2023-02-08,392.6569
2023-02-09,389.253
2023-02-10,390.1613
2023-02-13,394.7414
2023-02-14,394.5598
2023-02-15,395.8411
2023-02-16,390.3908
2023-02-17,389.4155
2023-02-21,381.6034
2023-02-22,381.0776
2023-02-23,383.1046
2023-02-24,379.0122
2023-02-27,380.303
2023-02-28,378.8974
2023-03-01,377.4441
2023-03-02,380.3795
2023-03-03,386.4799
2023-03-06,386.7477
2023-03-07,380.8194
2023-03-08,381.4409
2023-03-09,374.4034
2023-03-10,369.0009
2023-03-13,368.475
2023-03-14,374.5659
2023-03-15,372.2232
2023-03-16,378.754
2023-03-17,374.3253
2023-03-20,377.9247
2023-03-21,382.887
2023-03-22,376.3602
2023-03-23,377.3777
2023-03-24,379.854
2023-03-27,380.5643
2023-03-28,379.71
2023-03-29,385.2291
2023-03-30,387.4846
2023-03-31,392.9462
2023-04-03,394.4434
2023-04-04,392.255
2023-04-05,391.228
2023-04-06,392.7542
2023-04-10,393.1573
2023-04-11,393.2628
2023-04-12,391.6599
2023-04-13,396.8623
2023-04-14,395.8928
2023-04-17,397.3134
2023-04-18,397.5725
2023-04-19,397.5053
2023-04-20,395.336
2023-04-21,395.6433
2023-04-24,396.056
2023-04-25,389.7691
2023-04-26,388.1181
2023-04-27,395.8448
2023-04-28,399.2234
2023-05-01,398.8203
2023-05-02,394.3379
2023-05-03,391.6311
2023-05-04,388.8572
2023-05-05,396.056
2023-05-08,396.1615
2023-05-09,394.4242
2023-05-10,396.2672
2023-05-11,395.576
2023-05-12,395.0577
2023-05-15,396.4207
2023-05-16,393.7715
2023-05-17,398.5516
2023-05-18,402.3909
2023-05-19,401.8054
2023-05-22,401.9686
2023-05-23,397.4573
2023-05-24,394.5778
2023-05-25,397.9948
2023-05-26,403.1491
2023-05-30,403.3027
2023-05-31,401.0663
2023-06-01,404.8768
2023-06-02,410.7318
2023-06-05,409.9448
2023-06-06,410.8374
2023-06-07,409.4168
2023-06-08,411.8932
2023-06-09,412.6323
2023-06-12,416.3757
2023-06-13,419.1208
2023-06-14,419.6198
2023-06-15,424.8221
2023-06-16,423.3751
2023-06-20,421.1786
2023-06-21,419.0206
2023-06-22,420.5331
2023-06-23,417.3539
2023-06-26,415.6487
2023-06-27,420.2056
2023-06-28,420.4175
2023-06-29,422.0745
2023-06-30,427.0553
2023-07-03,427.5467
2023-07-05,426.9109
2023-07-06,423.5678
2023-07-07,422.4984
2023-07-10,423.5678
2023-07-11,426.2654
2023-07-12,429.695
2023-07-13,433.1055
2023-07-14,432.8357
2023-07-17,434.3387
2023-07-18,437.566
2023-07-19,438.539
2023-07-20,435.6296
2023-07-21,435.6296
2023-07-24,437.5757
2023-07-25,438.7702
2023-07-26,438.8377
2023-07-27,435.9282
2023-07-28,440.1961
2023-07-31,441.0343
2023-08-01,439.7722
2023-08-02,433.6546
2023-08-03,432.4118
2023-08-04,430.4561
2023-08-07,434.2133
2023-08-08,432.3251
2023-08-09,429.4349
2023-08-10,429.5891
2023-08-11,429.3385
2023-08-14,431.7086
2023-08-15,426.6796
2023-08-16,423.5486
2023-08-17,420.3212
2023-08-18,420.5234
2023-08-21,423.2596
2023-08-22,422.1131
2023-08-23,426.8145
2023-08-24,420.8993
2023-08-25,423.8665
2023-08-28,426.5544
2023-08-29,432.7201
2023-08-30,434.5024
2023-08-31,433.8666
2023-09-01,434.6758
2023-09-05,432.7972
2023-09-06,429.8877
2023-09-07,428.5679
2023-09-08,429.2134
2023-09-11,432.0362
2023-09-12,429.6661
2023-09-13,430.1671
2023-09-14,433.8762
2023-09-15,428.6487
2023-09-18,428.9001
2023-09-19,428.0106
2023-09-20,424.0758
2023-09-21,417.0665
2023-09-22,416.1287
2023-09-25,417.8786
2023-09-26,411.7394
2023-09-27,411.9038
2023-09-28,414.2918
2023-09-29,413.2863
2023-10-02,413.1219
2023-10-03,407.5919
2023-10-04,410.5599
2023-10-05,410.4052
2023-10-06,415.2779
2023-10-09,417.9366
2023-10-10,420.1119
2023-10-11,421.8328
2023-10-12,419.2611
2023-10-13,417.1728
2023-10-16,421.5621
2023-10-17,421.5427
2023-10-18,415.9256
2023-10-19,412.2712
2023-10-20,407.2052
2023-10-23,406.4994
2023-10-24,409.5641
2023-10-25,403.686
2023-10-26,398.852
2023-10-27,397.044
2023-10-30,401.7911
2023-10-31,404.3145
2023-11-01,408.6264
2023-11-02,416.4574
2023-11-03,420.2569
2023-11-06,421.2237
2023-11-07,422.4225
2023-11-08,422.7319
2023-11-09,419.4351
2023-11-10,425.9803
2023-11-13,425.5743
2023-11-14,433.8308
2023-11-15,434.7492
2023-11-16,435.2809
2023-11-17,435.8224
2023-11-20,439.1772
2023-11-21,438.22
2023-11-22,439.9119
2023-11-24,440.1826
2023-11-27,439.3899
2023-11-28,439.8249
2023-11-29,439.5155
2023-11-30,441.2461
2023-12-01,443.8564
2023-12-04,441.5265
2023-12-05,441.4394
2023-12-06,439.6605
2023-12-07,443.0153
2023-12-08,444.9199
2023-12-11,446.6505
2023-12-12,448.6905
2023-12-13,454.8779
2023-12-14,456.3378
2023-12-15,455.5864
2023-12-18,458.1492
2023-12-19,460.9351
2023-12-20,454.5478
2023-12-21,458.8578
2023-12-22,459.7799
2023-12-26,461.7213
2023-12-27,462.5562
2023-12-28,462.7309
2023-12-29,461.3913
2024-01-02,458.8092
2024-01-03,455.0623
2024-01-04,453.5964
2024-01-05,454.2178
2024-01-08,460.7021
2024-01-09,460.0032
2024-01-10,462.6047
2024-01-11,462.4008
2024-01-12,462.7212
2024-01-16,461.0224
2024-01-17,458.4598
2024-01-18,462.5368
2024-01-19,468.3028
2024-01-22,469.293
2024-01-23,470.6616
2024-01-24,471.1762
2024-01-25,473.7389
2024-01-26,473.137
2024-01-29,476.8839
2024-01-30,476.5151
2024-01-31,468.7397
2024-02-01,474.8746
2024-02-02,479.8738
2024-02-05,478.1264
2024-02-06,479.5146
2024-02-07,483.5139
2024-02-08,483.7275
2024-02-09,486.5232
2024-02-12,486.3096
2024-02-13,479.6117
2024-02-14,483.9702
2024-02-15,487.3095
2024-02-16,484.8827
2024-02-20,482.2132
2024-02-21,482.65
2024-02-22,492.6388
2024-02-23,492.9785
2024-02-26,491.1729
2024-02-27,492.0854
2024-02-28,491.435
2024-02-29,493.2017
2024-03-01,497.832
2024-03-04,497.2982
2024-03-05,492.3281
2024-03-06,494.8228
2024-03-07,499.7346
2024-03-08,496.7351
2024-03-11,496.308
2024-03-12,501.6469
2024-03-13,500.8606
2024-03-14,499.8705
2024-03-15,496.4381
2024-03-18,499.3885
2024-03-19,502.1637
2024-03-20,506.8084
2024-03-21,508.4832
2024-03-22,507.5192
2024-03-25,506.117
2024-03-26,505.1823
2024-03-27,509.4278
2024-03-28,509.3304
2024-04-01,508.4441
2024-04-02,505.2115
2024-04-03,505.7664
2024-04-04,499.5931
2024-04-05,504.8122
2024-04-08,505.0945
2024-04-09,505.6788
2024-04-10,500.6155
2024-04-11,504.3936
2024-04-12,497.4313
2024-04-15,491.1995
2024-04-16,490.3036
2024-04-17,487.4019
2024-04-18,486.3989
2024-04-19,482.1535
2024-04-22,486.5937
2024-04-23,492.3679
2024-04-24,492.1342
2024-04-25,490.2647
2024-04-26,494.9094
2024-04-29,496.662
2024-04-30,488.7943
2024-05-01,487.2072
2024-05-02,491.7642
2024-05-03,497.8598
2024-05-06,503.0011
2024-05-07,503.5562
2024-05-08,503.6048
2024-05-09,506.5065
2024-05-10,507.159
2024-05-13,507.2271
2024-05-14,509.5543
2024-05-15,515.8641
2024-05-16,514.8027
2024-05-17,515.5428
2024-05-20,516.1368
2024-05-21,517.4026
2024-05-22,515.9128
2024-05-23,512.1445
2024-05-24,515.5331
2024-05-28,515.8933
2024-05-29,512.2807
2024-05-30,508.8825
2024-05-31,513.5175
2024-06-03,513.9362
2024-06-04,514.5107
2024-06-05,520.6257
2024-06-06,520.6159
2024-06-07,519.983
2024-06-10,521.5896
2024-06-11,522.8458
2024-06-12,527.1398
2024-06-13,528.2012
2024-06-14,528.5226
2024-06-17,532.7292
2024-06-18,534.0826
2024-06-20,532.6318
2024-06-21,531.9177
2024-06-24,530.1885
2024-06-25,532.2303
2024-06-26,532.8946
2024-06-27,533.7347
2024-06-28,531.6345
2024-07-01,532.7285
2024-07-02,536.3137
2024-07-03,538.7069
2024-07-05,541.8135
2024-07-08,542.4386
2024-07-09,542.9661
2024-07-10,548.3389
2024-07-11,543.6109
2024-07-12,547.0397
2024-07-15,548.5442
2024-07-16,551.797
2024-07-17,544.0602
2024-07-18,539.8791
2024-07-19,536.2941
2024-07-22,541.8232
2024-07-23,540.9734
2024-07-24,528.7135
2024-07-25,525.9587
2024-07-26,531.8493
2024-07-29,532.162
2024-07-30,529.4658
2024-07-31,538.072
2024-08-01,530.4523
2024-08-02,520.5762
2024-08-05,505.4151
2024-08-06,510.0749
2024-08-07,506.6655
2024-08-08,518.3782
2024-08-09,520.6641
2024-08-12,520.9377
2024-08-13,529.5048
2024-08-14,531.1752
2024-08-15,540.2798
2024-08-16,541.4911
2024-08-19,546.6685
2024-08-20,545.7796
2024-08-21,547.6551
2024-08-22,543.3568
2024-08-23,549.1302
2024-08-26,547.8212
2024-08-27,548.5734
2024-08-28,545.3888
2024-08-29,545.4376
2024-08-30,550.6443
2024-09-03,539.3126
2024-09-04,538.2089
2024-09-05,536.8998
2024-09-06,527.8636
2024-09-09,533.7737
2024-09-10,536.0987
2024-09-11,541.5986
2024-09-12,546.1605
2024-09-13,549.013
2024-09-16,549.8238
2024-09-17,550.0485
2024-09-18,548.4172
2024-09-19,557.7756
2024-09-20,556.8113
2024-09-23,558.2027
2024-09-24,559.7999
2024-09-25,558.5652
2024-09-26,560.7798
2024-09-27,559.9665
2024-09-30,562.2104
2024-10-01,557.1739
2024-10-02,557.4091
2024-10-03,556.39
2024-10-04,561.4461
2024-10-07,556.3704
2024-10-08,561.6322
2024-10-09,565.5224
2024-10-10,564.5327
2024-10-11,567.9133
2024-10-14,572.5579
2024-10-15,568.1093
2024-10-16,570.5785
2024-10-17,570.6275
2024-10-18,572.8224
2024-10-21,571.8817
2024-10-22,571.5779
2024-10-23,566.3552
2024-10-24,567.5801
2024-10-25,567.3842
2024-10-28,569.1381
2024-10-29,570.0592
2024-10-30,568.3346
2024-10-31,557.1935
2024-11-01,559.5452
2024-11-04,558.34
2024-11-05,565.0912
2024-11-06,579.1426
2024-11-07,583.6205
2024-11-08,586.1487
2024-11-11,586.7072
2024-11-12,584.8846
2024-11-13,585.1688
2024-11-14,581.4061
2024-11-15,573.959
2024-11-18,576.3109
2024-11-19,578.4174
2024-11-20,578.6135
2024-11-21,581.7196
2024-11-22,583.5226
2024-11-25,585.502
2024-11-26,588.5592
2024-11-27,586.7758
2024-11-29,590.4208
2024-12-02,591.4792
2024-12-03,591.7535
2024-12-04,595.4279
2024-12-05,594.4481
2024-12-06,595.5751
2024-12-09,592.508
2024-12-10,590.6658
2024-12-11,595.2321
2024-12-12,592.1651
2024-12-13,592.0475
2024-12-16,594.5754
2024-12-17,592.1259
2024-12-18,574.4784
2024-12-19,574.3019
2024-12-20,581.2
2024-12-23,584.6804
2024-12-24,591.1791
2024-12-26,591.2185
2024-12-27,584.9949
2024-12-30,578.3192
2024-12-31,576.2153
2025-01-02,574.7995
2025-01-03,581.9865
2025-01-06,585.339
2025-01-07,578.7223
2025-01-08,579.5679
2025-01-10,570.7193
2025-01-13,571.6042
2025-01-14,572.3907
2025-01-15,582.8026
2025-01-16,581.6817
2025-01-17,587.5217
2025-01-21,592.8996
2025-01-22,596.2325
2025-01-23,599.4868
2025-01-24,597.7368
2025-01-27,589.2816
2025-01-28,594.3449
2025-01-29,591.6805
2025-01-30,594.8561
2025-01-31,591.6903
2025-02-03,587.7085
2025-02-04,591.651
2025-02-05,594.0499
2025-02-06,596.1147
2025-02-07,590.6581
2025-02-10,594.6694
2025-02-11,595.1216
2025-02-12,593.2044
2025-02-13,599.4672
2025-02-14,599.4377
2025-02-18,601.1976
2025-02-19,602.6133
2025-02-20,600.1063
2025-02-21,589.842
2025-02-24,587.158
2025-02-25,584.2379
2025-02-26,584.5328
2025-02-27,575.2026
2025-02-28,584.1789
2025-03-03,573.9441
2025-03-04,567.1505
2025-03-05,573.2461
2025-03-06,563.0703
2025-03-07,566.2263
2025-03-10,551.1445
2025-03-11,546.5629
2025-03-12,549.4633
2025-03-13,542.1386
2025-03-14,553.337
2025-03-17,557.604
2025-03-18,551.5771
2025-03-19,557.5842
2025-03-20,555.9719
2025-03-21,556.1553
2025-03-24,566.1152
2025-03-25,567.476
2025-03-26,560.7014
2025-03-27,559.2123
2025-03-28,547.9507
2025-03-31,551.629
2025-04-01,553.1871
2025-04-02,556.6879
2025-04-03,529.2538
2025-04-04,498.2697
2025-04-07,497.3822
2025-04-08,489.5918
2025-04-09,541.0084
2025-04-10,517.3019
2025-04-11,526.532
2025-04-14,531.6402
2025-04-15,530.1511
2025-04-16,518.3669
2025-04-17,519.1065
2025-04-21,506.7504
2025-04-22,519.9349
2025-04-23,527.9915
2025-04-24,539.1052
2025-04-25,543.0004
2025-04-28,543.2075
2025-04-29,546.6293
2025-04-30,546.8462
2025-05-01,550.7217
2025-05-02,558.8967
2025-05-05,555.6918
2025-05-06,551.0472
2025-05-07,553.3646
2025-05-08,557.2203
2025-05-09,556.5103
2025-05-12,574.9016
2025-05-13,578.6981
2025-05-14,579.4377
2025-05-15,582.2679
2025-05-16,585.9559
2025-05-19,586.5969
2025-05-20,584.6248
2025-05-21,574.7733
2025-05-22,575.0002
2025-05-23,571.0753
2025-05-27,582.9484
2025-05-28,579.5758
2025-05-29,581.8635
2025-05-30,581.2128
2025-06-02,584.4867
2025-06-03,587.8198
2025-06-04,587.662
2025-06-05,584.822
2025-06-06,590.8275
2025-06-09,591.3599
2025-06-10,594.7128
2025-06-11,593.0167
2025-06-12,595.3735
2025-06-13,588.7171
2025-06-16,594.3184
2025-06-17,589.2399
2025-06-18,589.1511
2025-06-20,587.7675
2025-06-23,593.5731
2025-06-24,600.1304
2025-06-25,600.4667
2025-06-26,605.1646
2025-06-27,608.1713
2025-06-30,611.079
2025-07-01,610.8813
2025-07-02,613.6506
2025-07-03,618.4871
2025-07-07,613.878
2025-07-08,613.5418
2025-07-09,617.221
2025-07-10,618.9617
2025-07-11,616.7859
2025-07-14,617.9628
2025-07-15,615.3221
2025-07-16,617.3792
2025-07-17,621.1574
2025-07-18,620.7025
2025-07-21,621.8794
2025-07-22,621.9684
2025-07-23,627.2598
2025-07-24,627.4675
2025-07-25,630.1181
2025-07-28,629.9599
2025-07-29,628.2983
2025-07-30,627.5071
2025-07-31,625.1531
2025-08-01,614.9066
2025-08-04,624.2531
2025-08-05,621.0881
2025-08-06,625.8455
2025-08-07,625.3213
2025-08-08,630.1972
2025-08-11,628.951
2025-08-12,635.6469
2025-08-13,637.8228
2025-08-14,637.8821
2025-08-15,636.3886
2025-08-18,636.2502
2025-08-19,632.7984
2025-08-20,631.117
2025-08-21,628.5851
2025-08-22,638.2382
2025-08-25,635.4293
2025-08-26,638.0898
2025-08-27,639.5436
2025-08-28,641.8085
2025-08-29,637.981
2025-09-02,633.2534
2025-09-03,636.6853
2025-09-04,642.0064
2025-09-05,640.147
2025-09-08,641.7196
2025-09-09,643.2031
2025-09-10,645.0625
2025-09-11,650.4232
2025-09-12,650.2054
2025-09-15,653.6671
2025-09-16,652.7672
2025-09-17,651.9562
2025-09-18,655.0023
2025-09-19,658.2465
2025-09-22,661.3607
2025-09-23,657.7606
2025-09-24,655.6678
2025-09-25,652.6429
2025-09-26,656.382
2025-09-29,658.2267
2025-09-30,660.7061
2025-10-01,662.9575
2025-10-02,663.7211
2025-10-03,663.7112
2025-10-06,666.0915
2025-10-07,663.6219
2025-10-08,667.5792
2025-10-09,665.6452
2025-10-10,647.6542
2025-10-13,657.5919
2025-10-14,656.7886
2025-10-15,659.7045
2025-10-16,655.2117
2025-10-17,658.9308
2025-10-20,665.7841
2025-10-21,665.774
2025-10-22,662.3128
2025-10-23,666.2403
2025-10-24,671.6852
2025-10-27,679.6095
2025-10-28,681.4146
2025-10-29,681.7418
2025-10-30,674.244
2025-10-31,676.4556
2025-11-03,677.7252
2025-11-04,669.6917
